allotment_id,tenant_id,ar_90_plus,tenant_status,deposit_held_active,deposit_amount,pending_rent,refund_amount,settlement_status,settlement_date,classification,review_action,evidence_basis,limitation
d06e259b-0f3f-4c09-bc77-00ec39ab5924,8aacbc78-5e56-b3c0-f8bc-fcb5490b94f3,2124.0,ACTIVE,13000.0,,,,,,Deposit-backed — evidence available,Active tenant with a deposit on file — review the receivable against the deposit before escalating.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
c1c258d3-0750-49fb-8d6a-a5a84de41974,c02eb961-2471-c285-9c28-fb9a12aaf70a,2000.0,ACTIVE,0.0,,,,,,No deposit evidence found,Active tenant with no deposit on file — conventional collections follow-up.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
7c23b4a5-63fa-47d1-8211-a565f6ed8ee9,2ac2da6e-0954-f906-32d7-a1f55477c590,1630.0,ACTIVE,0.0,,,,,,No deposit evidence found,Active tenant with no deposit on file — conventional collections follow-up.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
53e90bf9-8b82-4fc9-ac46-406163bf802d,f70ae790-e17b-aca8-a21a-82ddd895450b,1058.0,ACTIVE,29250.0,,,,,,Deposit-backed — evidence available,Active tenant with a deposit on file — review the receivable against the deposit before escalating.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
91e9c4a4-cf9f-4ea2-bbce-8ca8d01150ff,4c4ad4c9-59bf-f152-d0ff-6502ec564cc9,476.0,ACTIVE,18000.0,,,,,,Deposit-backed — evidence available,Active tenant with a deposit on file — review the receivable against the deposit before escalating.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
08961753-5e7a-4734-8cdc-f9283aece607,d8c4b3c5-9b2a-4c6e-b1e8-0a98c9175234,1.0,ACTIVE,0.0,,,,,,No deposit evidence found,Active tenant with no deposit on file — conventional collections follow-up.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
62887698-aebf-475f-9c98-0a212110dd24,950dd22f-78fa-d205-48b3-fe5a5cc7438e,0.06,ACTIVE,13000.0,,,,,,Deposit-backed — evidence available,Active tenant with a deposit on file — review the receivable against the deposit before escalating.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
f775eabb-5fcf-4725-8ffa-808159d48485,d178a884-0bd1-601d-4cd1-042bac71c6db,78629.0,EXITED,,0.0,15690.0,0.0,pending,2026-06-01,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
f312b2ae-7f10-492c-9287-54120aec2b40,6b4a40d5-2eff-4bcc-9de7-8882d77546c0,77820.0,EXITED,,22500.0,20490.0,2010.0,completed,2026-06-01,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
5dac2237-5cf3-47ca-a63e-d32f16420f6f,55e779dc-a32b-2acb-173b-7de67750927a,58012.0,EXITED,,0.0,0.0,0.0,completed,2026-06-12,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
6194596e-7834-47cd-88c4-b13082ada4ee,d69476f4-ff97-e238-b732-85cc4b70703d,57292.0,EXITED,,0.0,0.0,0.0,completed,2026-06-12,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
f56bff0c-85b6-4ece-9597-a0712f4e6908,9defe9e8-4059-ba6b-5abd-0d1304e73008,46140.0,EXITED,,23250.0,1618.8800000000049,21631.119999999995,completed,2026-05-19,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
9ffe9701-32ac-461a-b5a1-8bb653d34a4b,a7798da2-f8ee-1840-a1f3-f29a9e764b97,36460.0,EXITED,,21750.0,13199.0,8551.0,completed,2026-06-18,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
de3fc75a-dc8c-4bfb-b959-494a94a5d287,8fd367e7-7404-4ef6-530b-a40219a48f1e,34483.0,EXITED,,21750.0,0.0,21750.0,pending,2026-08-05,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
f2f4757e-a36f-4615-8d08-78e18eccf3b7,6162731a-4a9c-e887-e586-1ea574985777,32380.0,EXITED,,45000.0,0.0,45000.0,completed,2026-05-26,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
16ba7f9b-b61c-4fb6-a957-8fdf8bf58876,55e6e452-fae2-a5ac-3c12-21424bffbcac,23718.0,EXITED,,,,,,,Insufficient linkage data — no settlement record,Tenant has exited with no settlement record found — investigate why the deposit was never settled.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
020b9ca6-f237-414a-a692-e254856c4cef,6f622055-47c5-9b2c-b332-2d5d01953e51,19897.0,EXITED,,27000.0,0.0,27847.0,completed,2026-05-22,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
b98f8c1f-f2b7-4f45-a583-7bb76e52c466,227f376b-633a-5615-5670-c29559d0a08b,19731.0,EXITED,,21750.0,0.0,21750.0,completed,2026-05-26,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
e053e915-af46-443c-ae72-9afc7fde4294,982397b8-b96b-4d87-eb8b-62916e148d45,19390.0,EXITED,,21750.0,1955.0,19795.0,completed,2026-06-01,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
9af60a9e-6b26-4092-a74d-63db07835fca,15ff5934-5a4f-43fb-8bf6-4d798bd6a28b,17750.0,EXITED,,17750.0,17750.0,0.0,completed,2026-06-12,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
014f81be-2724-4302-8681-1c89fa734cce,c39e5b6a-5497-09b6-25cc-89f1ea8a608c,16660.48,EXITED,,21750.0,8259.020000000019,13490.97999999998,completed,2026-07-13,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
2a75ba7a-e5ca-4409-ae0f-8efe8993c4ea,024cbfa9-4c24-ccad-9d51-c10966293351,14605.0,EXITED,,27000.0,14605.0,12395.0,completed,2026-05-19,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
c55284ff-f120-4606-8d96-29c8ec1ce454,c0791d4c-9325-bf1b-30af-7af648c26338,13950.0,EXITED,,23250.0,0.0,23250.0,completed,2026-06-18,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
ed99994f-80a9-48cc-afab-45db09c246e1,79d4d3fe-73c5-a965-030f-c60220ee20cb,11370.0,EXITED,,,,,,,Insufficient linkage data — no settlement record,Tenant has exited with no settlement record found — investigate why the deposit was never settled.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
d0b11ad6-7841-48cf-82cb-55e373063fac,10f3edc6-4b03-b82d-8df1-09ddaf031c0c,10000.0,EXITED,,13000.0,13000.0,0.0,completed,2026-06-08,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
4c47b9e1-78f5-473f-99e9-31c4da4f0f0d,8709ca2e-a8a6-48a4-b8ce-e813c4796ab9,6968.0,EXITED,,,,,,,Insufficient linkage data — no settlement record,Tenant has exited with no settlement record found — investigate why the deposit was never settled.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
56b0ee82-1177-443e-8a50-b939786d1aad,f7b7f5b3-6e63-4ae3-8a79-515d431392fa,4606.0,EXITED,,22500.0,4606.0,17894.0,completed,2026-06-09,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
1fa23c51-df27-441b-b6f9-749824d586dc,389859df-460c-4966-a71d-eb7bbebae67b,3179.0,EXITED,,21750.0,0.0,21750.0,completed,2026-05-16,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
4eb2b3b6-d5de-4190-81ab-e563885218a3,a267e3ee-ef69-4d54-8414-357c81b2eb3c,1500.0,EXITED,,23250.0,4296.0,18954.0,completed,2026-07-21,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
fea05c11-59c1-4026-b397-4565e58eca15,de481a65-2fb4-4974-b7db-0ec990ea852d,1500.0,EXITED,,23250.0,4296.0,18954.0,completed,2026-07-21,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
05a7138b-3291-401c-b2bf-28981d85d111,251051cf-e3b5-5d37-918f-bf22b4875790,1112.32,EXITED,,21750.0,6598.319999999949,15151.680000000051,completed,2026-06-01,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
dcb00194-e35e-4017-87a5-7a1ce16e1022,d178a884-0bd1-601d-4cd1-042bac71c6db,1000.0,EXITED,,,,,,,Insufficient linkage data — no settlement record,Tenant has exited with no settlement record found — investigate why the deposit was never settled.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
da0cb449-71d9-43bd-b4ee-69b6ed8c0f68,1fc0c3bb-f35c-8d5d-a4fa-a9c1723cd8ab,969.0,EXITED,,,,,,,Insufficient linkage data — no settlement record,Tenant has exited with no settlement record found — investigate why the deposit was never settled.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
4e78638f-65ec-472b-9991-cea4565d4ea7,9defe9e8-4059-ba6b-5abd-0d1304e73008,391.88,EXITED,,,,,,,Insufficient linkage data — no settlement record,Tenant has exited with no settlement record found — investigate why the deposit was never settled.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
b617d658-932d-4a8c-8eda-94e28f4bbdc7,8fd367e7-7404-4ef6-530b-a40219a48f1e,286.0,EXITED,,,,,,,Insufficient linkage data — no settlement record,Tenant has exited with no settlement record found — investigate why the deposit was never settled.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
e6357f5c-05c6-4829-9508-d39b4be473cf,1261d726-9481-43dd-bac5-f1b158c8ab32,64.0,EXITED,,21750.0,16520.0,5230.0,completed,2026-07-21,Deposit exists but linkage requires owner/accounting verification,Tenant has exited and a deposit settlement was recorded; the aging view still shows this balance. Accounting review required — settlement↔invoice reconciliation is unavailable.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
90db06be-f710-455c-91a5-b5e863bb2caf,5001bf67-3639-035a-75c2-912e5c878962,0.37,EXITED,,,,,,,Insufficient linkage data — no settlement record,Tenant has exited with no settlement record found — investigate why the deposit was never settled.,aging-gross 90+ bucket (v_tenant_aging); deposit evidence from tenant_allotments.deposit_paid (active) / deposit_settlements (exited),"Deposit evidence only — NOT a recovery estimate. No collectable amount, net AR, or recovery probability is computed. receipt_allocations is MISSING, so settlement-to-invoice reconciliation is UNAVAILABLE."
