property_name,review_id,theme,sentiment,extractor,model,evidence_snippet
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2t4b2NWTjNZV3B1WTJ3MFNHTnpjMUZJTUdWblJHYxAB,(none),positive,groq,openai/gpt-oss-120b,It was very spectacular places among Chennai we enjoyed there a lot
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT21aek0xaFpXRFEzTjFSd2NqSmpSazV1U1RrMlUzYxAB,location,positive,groq,openai/gpt-oss-120b,"Super place in chennai for a family to stay for a couple of days! Central to main locations in city, not too far from the beach and amazing place, well maintain"
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT21aek0xaFpXRFEzTjFSd2NqSmpSazV1U1RrMlUzYxAB,maintenance,positive,groq,openai/gpt-oss-120b,"Super place in chennai for a family to stay for a couple of days! Central to main locations in city, not too far from the beach and amazing place, well maintain"
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT21aek0xaFpXRFEzTjFSd2NqSmpSazV1U1RrMlUzYxAB,room_quality,positive,groq,openai/gpt-oss-120b,"Super place in chennai for a family to stay for a couple of days! Central to main locations in city, not too far from the beach and amazing place, well maintain"
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2tkdmJsVXlRVVYzZVY5Uk1rdzFaVEJuWlRacWVsRRAB,staff,positive,groq,openai/gpt-oss-120b,Very polite  and courteous staff and very comfortable stay
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2sxa1JVUXRYMmhhWnpadWEyNXNOR0pCTkU4eFNFRRAB,staff,positive,groq,openai/gpt-oss-120b,"We had a wonderful family gathering and thoroughly enjoyed our stay at Kolam Gandhi Apartment. The service was excellent, and the staff was always available and"
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2sxa1JVUXRYMmhhWnpadWEyNXNOR0pCTkU4eFNFRRAB,cleanliness,positive,groq,openai/gpt-oss-120b,"We had a wonderful family gathering and thoroughly enjoyed our stay at Kolam Gandhi Apartment. The service was excellent, and the staff was always available and"
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2sxa1JVUXRYMmhhWnpadWEyNXNOR0pCTkU4eFNFRRAB,room_quality,positive,groq,openai/gpt-oss-120b,"We had a wonderful family gathering and thoroughly enjoyed our stay at Kolam Gandhi Apartment. The service was excellent, and the staff was always available and"
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT21GaUxWQldNVlJzYlRSbWJHZFZVVmt4VVV0bGIxRRAB,cleanliness,positive,groq,openai/gpt-oss-120b,I visited chennai 10th June and stayed till 14th Room was clean and staff  response to any requirement prompt and positive management and staff were good and my
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT21GaUxWQldNVlJzYlRSbWJHZFZVVmt4VVV0bGIxRRAB,staff,positive,groq,openai/gpt-oss-120b,I visited chennai 10th June and stayed till 14th Room was clean and staff  response to any requirement prompt and positive management and staff were good and my
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT25rMWNuQTNhVEJWVUhkNGRFVm9SRVV3VjBZNVIyYxAB,location,positive,groq,openai/gpt-oss-120b,Nice central place. People are service oriented and well maintained premises.
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT25rMWNuQTNhVEJWVUhkNGRFVm9SRVV3VjBZNVIyYxAB,maintenance,positive,groq,openai/gpt-oss-120b,Nice central place. People are service oriented and well maintained premises.
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT21aS09EZGZNMUZpYUVobFVUTkhURUZRT1RrelZIYxAB,parking,positive,groq,openai/gpt-oss-120b,"Superb combination of an apartment stay and a hotel. Great parking, security but within a nice serviced apartment. It was a great stay at a reasonable price and"
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT21aS09EZGZNMUZpYUVobFVUTkhURUZRT1RrelZIYxAB,security,positive,groq,openai/gpt-oss-120b,"Superb combination of an apartment stay and a hotel. Great parking, security but within a nice serviced apartment. It was a great stay at a reasonable price and"
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT21aS09EZGZNMUZpYUVobFVUTkhURUZRT1RrelZIYxAB,cleanliness,positive,groq,openai/gpt-oss-120b,"Superb combination of an apartment stay and a hotel. Great parking, security but within a nice serviced apartment. It was a great stay at a reasonable price and"
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT21aS09EZGZNMUZpYUVobFVUTkhURUZRT1RrelZIYxAB,room_quality,positive,groq,openai/gpt-oss-120b,"Superb combination of an apartment stay and a hotel. Great parking, security but within a nice serviced apartment. It was a great stay at a reasonable price and"
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2tGaU9IWjFjemxUZFRsMVRHaHdaMlIzYVVjMVNXYxAB,location,positive,groq,openai/gpt-oss-120b,"Clean decent place for family or whoever . Location ideal. Service good. Understanding folks. We had booked for 3 days, later made it 2 due to certain personal "
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2tGaU9IWjFjemxUZFRsMVRHaHdaMlIzYVVjMVNXYxAB,food,positive,groq,openai/gpt-oss-120b,"Clean decent place for family or whoever . Location ideal. Service good. Understanding folks. We had booked for 3 days, later made it 2 due to certain personal "
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2tGaU9IWjFjemxUZFRsMVRHaHdaMlIzYVVjMVNXYxAB,ac,positive,groq,openai/gpt-oss-120b,"Clean decent place for family or whoever . Location ideal. Service good. Understanding folks. We had booked for 3 days, later made it 2 due to certain personal "
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2tGaU9IWjFjemxUZFRsMVRHaHdaMlIzYVVjMVNXYxAB,cleanliness,positive,groq,openai/gpt-oss-120b,"Clean decent place for family or whoever . Location ideal. Service good. Understanding folks. We had booked for 3 days, later made it 2 due to certain personal "
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2tGaU9IWjFjemxUZFRsMVRHaHdaMlIzYVVjMVNXYxAB,staff,positive,groq,openai/gpt-oss-120b,"Clean decent place for family or whoever . Location ideal. Service good. Understanding folks. We had booked for 3 days, later made it 2 due to certain personal "
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2taS1pHUnJNR1pzVnpSa1IzRTRaRVkxY0ZvMVRGRRAB,location,positive,groq,openai/gpt-oss-120b,Prime location.  Very well maintained rooms
Kolam Gandhi Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2taS1pHUnJNR1pzVnpSa1IzRTRaRVkxY0ZvMVRGRRAB,maintenance,positive,groq,openai/gpt-oss-120b,Prime location.  Very well maintained rooms
Kripa Homes PG,Ci9DQUlRQUNvZENodHljRjlvT25seVYybHNTWFZZTTJRM1ZWQTFTWGROV0ZoMmEwRRAB,water,negative,groq,openai/gpt-oss-120b,"Worst PG experience ever. Half the time, there is either no water or the water is foul-smelling. Cleanliness is not maintained at all, and the landlords and sta"
Kripa Homes PG,Ci9DQUlRQUNvZENodHljRjlvT25seVYybHNTWFZZTTJRM1ZWQTFTWGROV0ZoMmEwRRAB,cleanliness,negative,groq,openai/gpt-oss-120b,"Worst PG experience ever. Half the time, there is either no water or the water is foul-smelling. Cleanliness is not maintained at all, and the landlords and sta"
Kripa Homes PG,Ci9DQUlRQUNvZENodHljRjlvT25seVYybHNTWFZZTTJRM1ZWQTFTWGROV0ZoMmEwRRAB,staff,negative,groq,openai/gpt-oss-120b,"Worst PG experience ever. Half the time, there is either no water or the water is foul-smelling. Cleanliness is not maintained at all, and the landlords and sta"
Kripa Homes PG,Ci9DQUlRQUNvZENodHljRjlvT2kxdGVYSlZkMjVWZURWQ2VtMXllbkp3YUVoTVRsRRAB,room_quality,positive,groq,openai/gpt-oss-120b,"Rooms are good and the location is also great. The only issue I felt during my 8 months, is the WiFi, once in a while it's stops working in the third floor. Eve"
Kripa Homes PG,Ci9DQUlRQUNvZENodHljRjlvT2kxdGVYSlZkMjVWZURWQ2VtMXllbkp3YUVoTVRsRRAB,location,positive,groq,openai/gpt-oss-120b,"Rooms are good and the location is also great. The only issue I felt during my 8 months, is the WiFi, once in a while it's stops working in the third floor. Eve"
Kripa Homes PG,Ci9DQUlRQUNvZENodHljRjlvT2kxdGVYSlZkMjVWZURWQ2VtMXllbkp3YUVoTVRsRRAB,wifi,positive,groq,openai/gpt-oss-120b,"Rooms are good and the location is also great. The only issue I felt during my 8 months, is the WiFi, once in a while it's stops working in the third floor. Eve"
Kripa Homes PG,Ci9DQUlRQUNvZENodHljRjlvT2xVMWVtVjNTRmxHYm1wak9WSkZOakZ2Um1VMFZHYxAB,(none),negative,groq,openai/gpt-oss-120b,"I want to book pg , please reply my chat in same no. Available.
No reply from many days !"
Kripa Homes PG,Ci9DQUlRQUNvZENodHljRjlvT2t4dFVIWkRkVFJpT0ZwTlEycGxjM1pQTVhCVk4zYxAB,location,positive,groq,openai/gpt-oss-120b,"This place deserves a 5 star review tbh ! The location is very good and there's a good standard of people living in the surrounding.  ( Mini cooper , bmw , merc"
Kripa Homes PG,Ci9DQUlRQUNvZENodHljRjlvT2t4dFVIWkRkVFJpT0ZwTlEycGxjM1pQTVhCVk4zYxAB,sharing,positive,groq,openai/gpt-oss-120b,"This place deserves a 5 star review tbh ! The location is very good and there's a good standard of people living in the surrounding.  ( Mini cooper , bmw , merc"
Kripa Homes PG,Ci9DQUlRQUNvZENodHljRjlvT2t4dFVIWkRkVFJpT0ZwTlEycGxjM1pQTVhCVk4zYxAB,ac,positive,groq,openai/gpt-oss-120b,"This place deserves a 5 star review tbh ! The location is very good and there's a good standard of people living in the surrounding.  ( Mini cooper , bmw , merc"
Kripa Homes PG,Ci9DQUlRQUNvZENodHljRjlvT2t4dFVIWkRkVFJpT0ZwTlEycGxjM1pQTVhCVk4zYxAB,staff,positive,groq,openai/gpt-oss-120b,"This place deserves a 5 star review tbh ! The location is very good and there's a good standard of people living in the surrounding.  ( Mini cooper , bmw , merc"
Kripa Homes PG,Ci9DQUlRQUNvZENodHljRjlvT2t4dFVIWkRkVFJpT0ZwTlEycGxjM1pQTVhCVk4zYxAB,laundry,positive,groq,openai/gpt-oss-120b,"This place deserves a 5 star review tbh ! The location is very good and there's a good standard of people living in the surrounding.  ( Mini cooper , bmw , merc"
Kripa Homes PG,ChdDSUhNMG9nS0VQZUNscTJTNUpYNjdnRRAB,ac,negative,groq,openai/gpt-oss-120b,"Any vacancy available in an AC room?
Called u many times but no response from ur side..."
Kripa Homes PG,ChdDSUhNMG9nS0VJQ0FnTURRcTdYdHB3RRAB,(none),neutral,groq,openai/gpt-oss-120b,How to contact the owner ?
Kripa Homes PG,ChZDSUhNMG9nS0VJQ0FnSUN6cWJTeVZ3EAE,(none),negative,groq,openai/gpt-oss-120b,"This is a note to the owner!!

The phone number that you've given is always busy. How are we supposed to enquire about rooms when we can't contact you??

Please"
Kripa Homes PG,ChdDSUhNMG9nS0VJQ0FnSURqbjdtN21BRRAB,(none),neutral,groq,openai/gpt-oss-120b,Over
Kripa Homes PG,ChZDSUhNMG9nS0VJQ0FnSURWaHEtQkJ3EAE,(none),positive,groq,openai/gpt-oss-120b,Stayed here for 5 months and with my experience this  is one of the best in the locality surely suggested
Kripa Homes PG,ChdDSUhNMG9nS0VJQ0FnSURGNkl5cWxRRRAB,location,positive,groq,openai/gpt-oss-120b,Best pg in thiruvanmiyur and ecr location.
Kripa Homes PG,ChdDSUhNMG9nS0VJQ0FnSURGc0xQdWpRRRAB,location,positive,groq,openai/gpt-oss-120b,"Nice hostel with all sort of facilities....Pros: Location,  facilities in the hostel, owner...con : food is not prepared in the hostel but one can opt for deliv"
Kripa Homes PG,ChdDSUhNMG9nS0VJQ0FnSURGc0xQdWpRRRAB,food,positive,groq,openai/gpt-oss-120b,"Nice hostel with all sort of facilities....Pros: Location,  facilities in the hostel, owner...con : food is not prepared in the hostel but one can opt for deliv"
Kripa Homes PG,ChdDSUhNMG9nS0VJQ0FnSURGc0xQdWpRRRAB,value,positive,groq,openai/gpt-oss-120b,"Nice hostel with all sort of facilities....Pros: Location,  facilities in the hostel, owner...con : food is not prepared in the hostel but one can opt for deliv"
Kripa Homes PG,ChdDSUhNMG9nS0VJQ0FnSUNGaThIUy1BRRAB,cleanliness,positive,groq,openai/gpt-oss-120b,I've been staying at Kripa Homes PG for about 6 months and have found it to be quite pleasant. Room cleaning and other necessary appliances such as an air condi
Kripa Homes PG,ChdDSUhNMG9nS0VJQ0FnSUNGaThIUy1BRRAB,ac,positive,groq,openai/gpt-oss-120b,I've been staying at Kripa Homes PG for about 6 months and have found it to be quite pleasant. Room cleaning and other necessary appliances such as an air condi
Kripa Homes PG,ChdDSUhNMG9nS0VJQ0FnSUNGaThIUy1BRRAB,laundry,positive,groq,openai/gpt-oss-120b,I've been staying at Kripa Homes PG for about 6 months and have found it to be quite pleasant. Room cleaning and other necessary appliances such as an air condi
Kripa Homes PG,ChdDSUhNMG9nS0VJQ0FnSUNGaThIUy1BRRAB,security,positive,groq,openai/gpt-oss-120b,I've been staying at Kripa Homes PG for about 6 months and have found it to be quite pleasant. Room cleaning and other necessary appliances such as an air condi
Kripa Homes PG,ChdDSUhNMG9nS0VJQ0FnSUNGaThIUy1BRRAB,value,positive,groq,openai/gpt-oss-120b,I've been staying at Kripa Homes PG for about 6 months and have found it to be quite pleasant. Room cleaning and other necessary appliances such as an air condi
Kripa Homes PG,ChdDSUhNMG9nS0VJQ0FnSUNGaThIUy1BRRAB,location,positive,groq,openai/gpt-oss-120b,I've been staying at Kripa Homes PG for about 6 months and have found it to be quite pleasant. Room cleaning and other necessary appliances such as an air condi
Kripa Homes PG,ChdDSUhNMG9nS0VJQ0FnSUM1aXJYMXVBRRAB,(none),positive,groq,openai/gpt-oss-120b,Good
Kripa Homes PG,ChZDSUhNMG9nS0VJQ0FnSUNaeDVlNVVnEAE,security,positive,groq,openai/gpt-oss-120b,Good PG in Thiruvanmiyur area with Biometric security. Rooms were spacious and well maintained by regular cleaning.
Kripa Homes PG,ChZDSUhNMG9nS0VJQ0FnSUNaeDVlNVVnEAE,cleanliness,positive,groq,openai/gpt-oss-120b,Good PG in Thiruvanmiyur area with Biometric security. Rooms were spacious and well maintained by regular cleaning.
Kripa Homes PG,ChZDSUhNMG9nS0VJQ0FnSUNaeDVlNVVnEAE,room_quality,positive,groq,openai/gpt-oss-120b,Good PG in Thiruvanmiyur area with Biometric security. Rooms were spacious and well maintained by regular cleaning.
Kripa Homes PG,ChZDSUhNMG9nS0VJQ0FnSUNaeDVlNVVnEAE,location,positive,groq,openai/gpt-oss-120b,Good PG in Thiruvanmiyur area with Biometric security. Rooms were spacious and well maintained by regular cleaning.
Kripa Homes PG,ChZDSUhNMG9nS0VJQ0FnSUNaeDVlNVVnEAE,maintenance,positive,groq,openai/gpt-oss-120b,Good PG in Thiruvanmiyur area with Biometric security. Rooms were spacious and well maintained by regular cleaning.
Diyaa Paying Guest,Ci9DQUlRQUNvZENodHljRjlvT21oNVpGVm9OazlIZFdOMlduRTJiRmxJTW0xM1NtYxAB,room_quality,positive,groq,openai/gpt-oss-120b,"I stayed there for 6 months when I was in Chennai for my job.
The room and area are good.
The owner of the PG is very supportive and always help in every situat"
Diyaa Paying Guest,Ci9DQUlRQUNvZENodHljRjlvT21oNVpGVm9OazlIZFdOMlduRTJiRmxJTW0xM1NtYxAB,location,positive,groq,openai/gpt-oss-120b,"I stayed there for 6 months when I was in Chennai for my job.
The room and area are good.
The owner of the PG is very supportive and always help in every situat"
Diyaa Paying Guest,Ci9DQUlRQUNvZENodHljRjlvT2pSaVlXWm1WbFJCYkdkbWREYzNjRTFyV0VGc1RXYxAB,sharing,positive,groq,openai/gpt-oss-120b,Sharing my 6 months experience. Best pg in nearby areas. Owner is very helpful person. No restrictions.
Diyaa Paying Guest,Ci9DQUlRQUNvZENodHljRjlvT2pSaVlXWm1WbFJCYkdkbWREYzNjRTFyV0VGc1RXYxAB,location,positive,groq,openai/gpt-oss-120b,Sharing my 6 months experience. Best pg in nearby areas. Owner is very helpful person. No restrictions.
Diyaa Paying Guest,ChZDSUhNMG9nS0VJQ0FnSURqbjZHTUZREAE,(none),negative,groq,openai/gpt-oss-120b,Try to better
Diyaa Paying Guest,ChdDSUhNMG9nS0VJQ0FnSURKakxXVjhnRRAB,staff,negative,groq,openai/gpt-oss-120b,Worst pg ever guys please avoid this pg do not trust any postive review from this Address it is worst place you can efford for more money please don't hesitate 
Diyaa Paying Guest,ChdDSUhNMG9nS0VJQ0FnSURKakxXVjhnRRAB,value,negative,groq,openai/gpt-oss-120b,Worst pg ever guys please avoid this pg do not trust any postive review from this Address it is worst place you can efford for more money please don't hesitate 
Diyaa Paying Guest,ChZDSUhNMG9nS0VJQ0FnSUN4aVpqYllnEAE,staff,negative,groq,openai/gpt-oss-120b,Better avoid this pg. You can never get back your deposit while leaving for sure. owner will create lot of trouble and pickup fight while leaving. Not at all se
Diyaa Paying Guest,ChZDSUhNMG9nS0VJQ0FnSUN4aVpqYllnEAE,security,negative,groq,openai/gpt-oss-120b,Better avoid this pg. You can never get back your deposit while leaving for sure. owner will create lot of trouble and pickup fight while leaving. Not at all se
Diyaa Paying Guest,ChZDSUhNMG9nS0VJQ0FnSUQtaTdMMFVREAE,value,neutral,groq,openai/gpt-oss-120b,"I will say its ok , not very good and not bad . This is one of the budget friendly place if you want to save money."
Diyaa Paying Guest,ChZDSUhNMG9nS0VJQ0FnSUNXaU0yREtREAE,staff,negative,groq,openai/gpt-oss-120b,Worst place full scam they scamming all computer parts
Diyaa Paying Guest,ChdDSUhNMG9nS0VJQ0FnSURLMkwyZmdnRRAB,staff,negative,groq,openai/gpt-oss-120b,"❌HIGHLY NOT RECOMMENDED❌

Sharing my experience after 3 months of stay, first think you have to know is you have to pay the deposit (advance) of 1 month rent an"
Diyaa Paying Guest,ChdDSUhNMG9nS0VJQ0FnSURLMkwyZmdnRRAB,value,negative,groq,openai/gpt-oss-120b,"❌HIGHLY NOT RECOMMENDED❌

Sharing my experience after 3 months of stay, first think you have to know is you have to pay the deposit (advance) of 1 month rent an"
Sahithyan Men's PG,Ci9DQUlRQUNvZENodHljRjlvT2pNNVQwZzVRa0ZmVDJSMVpETlZOVEZ5VDNGNE5sRRAB,cleanliness,positive,groq,openai/gpt-oss-120b,Very good Hostel for boys... specially for students....very hygiene and clean...and available in the affordable rent.
Sahithyan Men's PG,Ci9DQUlRQUNvZENodHljRjlvT2pNNVQwZzVRa0ZmVDJSMVpETlZOVEZ5VDNGNE5sRRAB,value,positive,groq,openai/gpt-oss-120b,Very good Hostel for boys... specially for students....very hygiene and clean...and available in the affordable rent.
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT25OblltUjJhMDh6ZDNGTWVsVlpTWHB4YWxCbmRFRRAB,(none),positive,groq,openai/gpt-oss-120b,Great service
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2pkSWVGUnBaSFJ2WDFOVGFHZzBZa0ZtUXpkTVRHYxAB,staff,positive,groq,openai/gpt-oss-120b,All the workers and fooding for North Indian is osm .
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2pkSWVGUnBaSFJ2WDFOVGFHZzBZa0ZtUXpkTVRHYxAB,food,positive,groq,openai/gpt-oss-120b,All the workers and fooding for North Indian is osm .
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2tNd1lqTTRXR3d0V0dwdU1YSTJUVlZvT1ZoS1UzYxAB,staff,positive,groq,openai/gpt-oss-120b,I enjoyed staying here as I came by business related work and stayed more than 1 week . All of the facilities were very good specially the boy named Vishal was 
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT21GV1ZUQkRUek5UZDNaRFNWVldiRVpxUjFGRWFXYxAB,room_quality,positive,groq,openai/gpt-oss-120b,Great room and well cleaned.
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT21GV1ZUQkRUek5UZDNaRFNWVldiRVpxUjFGRWFXYxAB,cleanliness,positive,groq,openai/gpt-oss-120b,Great room and well cleaned.
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2pScU5qaFZaSEozTUdGRk5HRTViVlJpYTNWV01sRRAB,room_quality,positive,groq,openai/gpt-oss-120b,Rooms and service is very good! Staffs are very very kind and good.
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2pScU5qaFZaSEozTUdGRk5HRTViVlJpYTNWV01sRRAB,staff,positive,groq,openai/gpt-oss-120b,Rooms and service is very good! Staffs are very very kind and good.
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2xWVVptdFBMV2RyVkZGM1NUSlZlVEYwY1V4eFpWRRAB,staff,negative,groq,openai/gpt-oss-120b,"Terrible service. Had booked for 3 pax - 1 room. An extra bed was given - Refused to give a pillow, as  4 pillows were given to the other 2 pax. On the double b"
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2xWVVptdFBMV2RyVkZGM1NUSlZlVEYwY1V4eFpWRRAB,room_quality,negative,groq,openai/gpt-oss-120b,"Terrible service. Had booked for 3 pax - 1 room. An extra bed was given - Refused to give a pillow, as  4 pillows were given to the other 2 pax. On the double b"
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2xFM01WWXdZM2hpYUdaNE5tZFRNRU4wYTJWdk5uYxAB,staff,positive,groq,openai/gpt-oss-120b,"Good one...
Nice service...
Peace full.place to get along.."
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT25kWFRpMTZaakJpUkRock1HMU1VbGxmVm1rME1uYxAB,room_quality,positive,groq,openai/gpt-oss-120b,"Very very good performance in room 👍😁😁 full happy 😁😊
Foods very nice 👍🙂"
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT25kWFRpMTZaakJpUkRock1HMU1VbGxmVm1rME1uYxAB,food,positive,groq,openai/gpt-oss-120b,"Very very good performance in room 👍😁😁 full happy 😁😊
Foods very nice 👍🙂"
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2pkWVZubFROa3hzV0ZBeE4zTXRjMnhKTUhSc04xRRAB,cleanliness,positive,groq,openai/gpt-oss-120b,"- Rooms are very clean. All required facilities are available inside room like table, chair, cub boards, hangers, TV, Wifi, intercom, Air-conditions, fans, nice"
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2pkWVZubFROa3hzV0ZBeE4zTXRjMnhKTUhSc04xRRAB,wifi,positive,groq,openai/gpt-oss-120b,"- Rooms are very clean. All required facilities are available inside room like table, chair, cub boards, hangers, TV, Wifi, intercom, Air-conditions, fans, nice"
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2pkWVZubFROa3hzV0ZBeE4zTXRjMnhKTUhSc04xRRAB,ac,positive,groq,openai/gpt-oss-120b,"- Rooms are very clean. All required facilities are available inside room like table, chair, cub boards, hangers, TV, Wifi, intercom, Air-conditions, fans, nice"
Olive Serviced Apartments,Ci9DQUlRQUNvZENodHljRjlvT2pkWVZubFROa3hzV0ZBeE4zTXRjMnhKTUhSc04xRRAB,location,positive,groq,openai/gpt-oss-120b,"- Rooms are very clean. All required facilities are available inside room like table, chair, cub boards, hangers, TV, Wifi, intercom, Air-conditions, fans, nice"
